"anio" "lag1" "lag2" "lag3" "lag4" "lag5" "volumen" "direc"
2005 0.002 0.028 0.055 0.365 -0.912 1.97627 "Up"
2005 0.101 0.002 0.028 0.055 0.365 2.10698 "Up"
2005 0.887 0.101 0.002 0.028 0.055 2.17612 "Up"
2005 0.092 0.887 0.101 0.002 0.028 2.09752 "Up"
2005 -0.172 0.092 0.887 0.101 0.002 2.09749 "Up"
2005 -0.997 -0.172 0.092 0.887 0.101 2.34142 "Up"
2005 -1.489 -0.997 -0.172 0.092 0.887 2.54678 "Up"
2005 -0.41 -1.489 -0.997 -0.172 0.092 2.79203 "Up"
2005 0.37 -0.41 -1.489 -0.997 -0.172 2.12608 "Up"
2005 -0.717 0.37 -0.41 -1.489 -0.997 2.19599 "Up"
2005 -0.207 -0.717 0.37 -0.41 -1.489 2.29904 "Up"
2005 -0.607 -0.207 -0.717 0.37 -0.41 2.49128 "Up"
2005 -0.071 -0.607 -0.207 -0.717 0.37 2.35115 "Up"
2005 0.827 -0.071 -0.607 -0.207 -0.717 2.18894 "Up"
2005 0.297 0.827 -0.071 -0.607 -0.207 2.05457 "Up"
2005 -1.005 0.297 0.827 -0.071 -0.607 2.19701 "Up"
2005 1.496 -1.005 0.297 0.827 -0.071 2.70359 "Up"
2005 -1.502 1.496 -1.005 0.297 0.827 2.61725 "Up"
2005 0.152 -1.502 1.496 -1.005 0.297 2.47092 "Up"
2005 1.678 0.152 -1.502 1.496 -1.005 2.19779 "Up"
2005 -0.237 1.678 0.152 -1.502 1.496 2.31247 "Up"
2005 -0.431 -0.237 1.678 0.152 -1.502 2.46775 "Up"
2005 -1.048 -0.431 -0.237 1.678 0.152 2.39537 "Up"
2005 1.655 -1.048 -0.431 -0.237 1.678 2.3794 "Up"
2005 0.718 1.655 -1.048 -0.431 -0.237 2.56747 "Up"
2005 -0.352 0.718 1.655 -1.048 -0.431 2.45785 "Up"
2005 0.998 -0.352 0.718 1.655 -1.048 2.64809 "Up"
2005 0.426 0.998 -0.352 0.718 1.655 2.71663 "Up"
2005 0.016 0.426 0.998 -0.352 0.718 2.05051 "Up"
2005 0.219 0.016 0.426 0.998 -0.352 1.98758 "Up"
2005 -0.345 0.219 0.016 0.426 0.998 1.96505 "Up"
2005 0.169 -0.345 0.219 0.016 0.426 2.21446 "Up"
2005 0.845 0.169 -0.345 0.219 0.016 2.37846 "Up"
2005 0.305 0.845 0.169 -0.345 0.219 1.77314 "Down"
2005 -0.078 0.305 0.845 0.169 -0.345 1.89978 "Down"
2005 -0.385 -0.078 0.305 0.845 0.169 2.35937 "Up"
2005 0.179 -0.385 -0.078 0.305 0.845 2.12158 "Up"
2005 0.941 0.179 -0.385 -0.078 0.305 2.29804 "Up"
2005 0.44 0.941 0.179 -0.385 -0.078 2.45329 "Up"
2005 0.527 0.44 0.941 0.179 -0.385 2.11735 "Up"
2005 0.508 0.527 0.44 0.941 0.179 2.29142 "Up"
2005 0.347 0.508 0.527 0.44 0.941 1.9854 "Up"
2005 0.209 0.347 0.508 0.527 0.44 0.72494 "Down"
2005 -0.851 0.209 0.347 0.508 0.527 2.0169 "Up"
2005 0.002 -0.851 0.209 0.347 0.508 2.26834 "Up"
2005 -0.636 0.002 -0.851 0.209 0.347 2.37469 "Up"
2005 1.216 -0.636 0.002 -0.851 0.209 2.61483 "Up"
2005 0.032 1.216 -0.636 0.002 -0.851 2.12558 "Up"
2005 -0.236 0.032 1.216 -0.636 0.002 2.32584 "Up"
2005 0.128 -0.236 0.032 1.216 -0.636 2.11074 "Up"
2005 -0.501 0.128 -0.236 0.032 1.216 2.09383 "Up"
2005 -0.122 -0.501 0.128 -0.236 0.032 2.1783 "Up"
2005 0.281 -0.122 -0.501 0.128 -0.236 1.89629 "Down"
2005 0.084 0.281 -0.122 -0.501 0.128 1.87655 "Down"
2005 0.555 0.084 0.281 -0.122 -0.501 2.39002 "Up"
2005 0.419 0.555 0.084 0.281 -0.122 2.14552 "Up"
2005 -0.141 0.419 0.555 0.084 0.281 2.18059 "Up"
2005 -0.285 -0.141 0.419 0.555 0.084 2.58419 "Up"
2005 -0.584 -0.285 -0.141 0.419 0.555 2.20881 "Up"
2005 -0.024 -0.584 -0.285 -0.141 0.419 1.99669 "Up"
2005 0.252 -0.024 -0.584 -0.285 -0.141 2.06517 "Up"
2005 0.422 0.252 -0.024 -0.584 -0.285 1.8885 "Down"
2005 0.043 0.422 0.252 -0.024 -0.584 1.28581 "Down"
2005 -0.955 0.043 0.422 0.252 -0.024 1.54047 "Down"
2005 0.13 -0.955 0.043 0.422 0.252 1.42236 "Down"
2005 -0.298 0.13 -0.955 0.043 0.422 1.38254 "Down"
